Open,Minimum,Maximum,Close,Date,Position
"17,567,000","17,546,000","17,740,000",17730000,9/28/2022,High
"17,579,000","17,379,000","17,623,000",17459000,12/7/2021,Low
"17,604,000","17,546,000","17,653,000",17558000,12/6/2021,Low
"17,620,000","17,490,000","17,696,000",17515000,4/17/2022,Low
"17,629,000","17,543,000","17,684,000",17555000,4/16/2022,High
"17,632,000","17,632,000","17,632,000",17632000,9/15/2022,No Change
"17,647,000","17,632,000","17,786,000",17632000,9/14/2022,Low
"17,650,000","17,426,000","17,712,000",17456000,9/17/2022,Low
"17,660,000","17,499,000","17,660,000",17530000,4/12/2022,Low
"17,660,000","17,653,000","18,087,000",18020000,9/30/2020,High
"17,666,000","17,641,000","17,989,000",17838000,9/12/2022,High
"17,687,000","17,509,000","17,721,000",17709000,8/13/2022,High
"17,706,000","17,309,000","17,724,000",17339000,8/14/2022,Low
"17,727,000","17,456,000","17,730,000",17478000,9/23/2022,Low
"17,730,000","17,730,000","17,730,000",17730000,9/29/2022,No Change
"17,764,000","17,764,000","17,764,000",17764000,9/22/2022,No Change
"17,770,000","17,573,000","17,792,000",17656000,4/11/2022,High
"17,835,000","17,832,000","17,992,000",17977000,10/24/2022,High
"17,835,000","17,493,000","17,838,000",17669000,9/13/2022,Low
"17,850,000","17,844,000","18,211,000",18204000,10/5/2020,High
"17,850,000","17,333,000","17,857,000",17349000,10/3/2020,Low
"17,860,000","17,740,000","17,918,000",17875000,10/19/2022,High
"17,875,000","17,875,000","17,875,000",17875000,10/20/2022,No Change
"17,887,000","17,820,000","18,189,000",18057000,10/21/2022,High
"17,897,000","17,801,000","17,924,000",17826000,10/23/2022,Low
"17,906,000","17,890,000","18,361,000",18324000,9/30/2022,High
"17,924,000","17,924,000","18,657,000",18601000,5/11/2022,High
"17,930,000","17,847,000","17,992,000",17872000,10/18/2022,Low
"17,940,000","17,927,000","18,201,000",18050000,7/25/2022,High
"17,949,000","17,940,000","18,155,000",18066000,10/15/2022,High
"17,958,000","17,958,000","18,158,000",18155000,10/25/2022,High
"17,967,000","17,835,000","18,115,000",17943000,7/24/2022,Low
"17,980,000","17,964,000","18,103,000",18081000,10/29/2022,High
"17,986,000","17,983,000","18,094,000",18081000,5/18/2022,High
"17,995,000","17,810,000","18,069,000",18047000,7/20/2022,High
"18,001,000","17,832,000","18,001,000",17933000,10/17/2022,Low
"18,001,000","17,826,000","18,066,000",18007000,7/19/2022,High
"18,017,000","18,017,000","18,324,000",18072000,7/22/2022,High
"18,017,000","17,653,000","18,026,000",17857000,10/2/2020,Low
"18,020,000","18,020,000","18,020,000",18020000,10/1/2020,No Change
"18,023,000","17,918,000","18,207,000",18050000,10/9/2022,High
"18,029,000","18,026,000","18,331,000",18164000,7/27/2022,High
"18,047,000","18,047,000","18,229,000",18130000,10/10/2022,High
"18,047,000","18,047,000","18,047,000",18047000,7/21/2022,No Change
"18,050,000","17,872,000","18,084,000",17893000,10/22/2022,Low
"18,057,000","18,047,000","18,269,000",18103000,6/27/2022,High
"18,072,000","17,973,000","18,130,000",18041000,7/26/2022,Low
"18,075,000","17,964,000","18,106,000",17989000,10/16/2022,Low
"18,078,000","18,075,000","18,177,000",18140000,10/30/2022,High
"18,078,000","17,933,000","18,103,000",17980000,7/23/2022,Low
"18,081,000","18,078,000","18,334,000",18321000,8/3/2022,High
"18,081,000","18,081,000","18,081,000",18081000,5/19/2022,No Change
"18,084,000","18,020,000","18,321,000",18309000,8/10/2022,High
"18,084,000","18,081,000","18,087,000",18081000,10/7/2020,No Change
"18,087,000","18,081,000","18,940,000",18940000,10/9/2020,High
"18,090,000","18,090,000","18,090,000",18090000,10/22/2020,No Change
"18,097,000","17,444,000","18,097,000",17539000,10/23/2020,Low
"18,109,000","18,109,000","18,343,000",18220000,8/1/2022,High
"18,112,000","18,106,000","18,552,000",18457000,6/28/2022,High
"18,115,000","18,094,000","18,207,000",18152000,10/11/2022,High
"18,124,000","17,952,000","18,124,000",18001000,5/17/2022,Low
"18,134,000","18,124,000","18,383,000",18331000,10/31/2022,High
"18,137,000","18,124,000","18,275,000",18155000,10/26/2022,No Change
"18,140,000","17,755,000","18,140,000",17943000,10/14/2022,Low
"18,155,000","18,155,000","18,155,000",18155000,10/13/2022,No Change
"18,155,000","18,137,000","18,278,000",18155000,10/12/2022,High
"18,164,000","18,164,000","18,164,000",18164000,7/28/2022,No Change
"18,164,000","18,106,000","18,457,000",18423000,5/14/2022,High
"18,174,000","17,930,000","18,174,000",17964000,10/28/2022,Low
"18,180,000","18,180,000","18,414,000",18368000,7/29/2022,High
"18,189,000","18,189,000","18,780,000",18294000,7/5/2022,High
"18,204,000","18,201,000","18,454,000",18235000,8/5/2022,Low
"18,207,000","18,094,000","18,238,000",18130000,7/31/2022,Low
"18,211,000","17,906,000","18,211,000",18081000,10/6/2020,Low
"18,214,000","17,970,000","18,254,000",18066000,8/2/2022,Low
"18,217,000","17,878,000","18,235,000",17992000,7/18/2022,Low
"18,229,000","18,229,000","18,229,000",18229000,7/17/2022,No Change
"18,235,000","18,235,000","18,235,000",18235000,8/6/2022,No Change
"18,235,000","18,050,000","18,515,000",18423000,7/6/2022,High
"18,241,000","18,232,000","18,457,000",18300000,8/8/2022,High
"18,270,500","18,081,000","18,460,000",18081000,5/20/2022,No Change
"18,300,000","17,693,000","18,300,000",17696000,8/12/2022,Low
"18,303,000","17,970,000","18,306,000",18078000,8/9/2022,Low
"18,309,000","18,309,000","18,309,000",18309000,8/11/2022,No Change
"18,312,000","18,309,000","18,792,000",18620000,11/1/2022,High
"18,318,000","18,007,000","18,318,000",18229000,7/16/2022,Low
"18,321,000","18,321,000","18,321,000",18321000,8/4/2022,No Change
"18,324,000","18,281,000","18,457,000",18377000,5/22/2022,Low
"18,331,000","18,263,000","18,484,000",18355000,10/1/2022,High
"18,331,000","18,078,000","18,371,000",18134000,5/16/2022,Low
"18,343,000","18,001,000","18,346,000",18001000,10/8/2022,Low
"18,355,000","18,195,000","18,377,000",18204000,7/30/2022,Low
"18,371,000","18,294,000","18,638,000",18571000,10/2/2022,High
"18,374,000","18,352,000","18,555,000",18392000,5/23/2022,High
"18,395,000","18,392,000","18,561,000",18518000,5/25/2022,High
"18,395,000","18,392,000","18,491,000",18401000,5/24/2022,High
"18,414,000","18,414,000","18,414,000",18414000,7/14/2022,No Change
"18,417,000","18,263,000","18,654,000",18303000,7/15/2022,Low
"18,423,000","18,334,000","18,706,000",18663000,7/12/2022,High
"18,423,000","18,423,000","18,423,000",18423000,7/7/2022,No Change
"18,426,000","18,257,000","18,432,000",18327000,5/15/2022,Low
"18,448,000","18,448,000","18,475,000",18460000,7/8/2022,High
"18,454,000","18,318,000","18,694,000",18395000,5/21/2022,High
"18,466,000","18,244,000","18,484,000",18340000,10/7/2022,Low
"18,467,500","18,448,000","18,475,000",18460000,7/9/2022,No Change
"18,472,000","18,457,000","19,254,000",19122000,6/29/2022,High
"18,475,000","18,448,000","18,706,000",18558000,7/10/2022,High
"18,531,000","18,352,000","18,537,000",18417000,7/11/2022,Low
"18,540,000","18,515,000","18,762,000",18755000,5/28/2022,High
"18,574,000","18,574,000","18,574,000",18574000,11/3/2022,No Change
"18,580,000","18,521,000","18,669,000",18648000,10/3/2022,High
"18,589,000","17,820,000","18,694,000",18050000,6/26/2022,Low
"18,601,000","18,601,000","18,601,000",18601000,5/12/2022,No Change
"18,611,000","18,014,000","18,611,000",18167000,5/13/2022,Low
"18,617,000","18,521,000","18,617,000",18574000,11/2/2022,Low
"18,638,000","18,398,000","18,648,000",18414000,7/13/2022,Low
"18,648,000","18,648,000","18,648,000",18648000,10/4/2022,No Change
"18,660,000","18,211,000","18,669,000",18432000,10/5/2022,Low
"18,675,000","18,497,000","18,700,000",18528000,5/27/2022,High
"18,743,000","16,182,000","18,749,000",16213000,10/19/2020,Low
"18,802,000","18,758,000","19,008,000",18955000,5/29/2022,High
"18,842,000","18,571,000","18,885,000",18580000,6/25/2022,Low
"18,860,000","18,860,000","18,860,000",18860000,6/16/2022,No Change
"18,863,000","18,842,000","19,433,000",19328000,6/17/2022,High
"18,909,000","18,903,000","19,125,000",19026000,5/30/2022,High
"18,925,000","18,383,000","19,020,000",18995000,7/3/2022,High
"18,934,000","18,934,000","19,590,000",19319000,10/10/2020,High
"18,971,000","18,186,000","18,992,000",18195000,7/4/2022,Low
"19,042,000","18,962,000","19,303,000",19297000,5/31/2022,High
"19,048,000","19,005,000","19,180,000",19128000,6/19/2022,High
"19,048,000","18,675,000","19,060,000",18860000,6/15/2022,Low
"19,051,000","18,977,000","19,288,000",19226000,6/6/2022,High
"19,072,000","19,072,000","19,072,000",19072000,6/2/2022,No Change
"19,122,000","19,122,000","19,122,000",19122000,6/30/2022,No Change
"19,125,000","19,048,000","19,254,000",19211000,6/20/2022,High
"19,131,000","18,992,000","19,140,000",19057000,6/5/2022,Low
"19,137,000","19,125,000","19,630,000",19494000,11/4/2022,High
"19,140,000","18,885,000","19,476,000",19429000,7/1/2022,High
"19,196,000","19,183,000","19,282,000",19239000,6/7/2022,High
"19,211,000","19,211,000","19,211,000",19211000,6/9/2022,No Change
"19,223,000","19,196,000","19,340,000",19245000,6/21/2022,High
"19,229,000","19,192,000","19,346,000",19211000,6/8/2022,Low
"19,245,000","18,974,000","19,328,000",19032000,6/14/2022,Low
"19,257,000","19,039,000","19,266,000",19072000,6/1/2022,Low
"19,260,000","19,260,000","19,260,000",19260000,6/23/2022,No Change
"19,260,000","19,134,000","19,331,000",19260000,6/22/2022,High
"19,313,000","18,974,000","19,657,000",19651000,10/11/2020,High
"19,319,000","18,829,000","19,322,000",18851000,6/24/2022,Low
"19,322,000","19,294,000","19,743,000",19734000,11/5/2022,High
"19,337,000","18,977,000","19,374,000",19026000,6/18/2022,Low
"19,402,000","18,971,000","19,442,000",18980000,7/2/2022,Low
"19,531,000","19,525,000","19,944,000",19925000,10/14/2020,High
"19,546,000","19,546,000","19,546,000",19546000,11/10/2022,No Change
"19,565,000","19,331,000","19,583,000",19546000,11/9/2022,Low
"19,611,000","18,712,000","19,626,000",18749000,10/18/2020,Low
"19,626,000","19,239,000","19,651,000",19263000,6/13/2022,Low
"19,633,000","19,463,000","19,857,000",19747000,6/10/2022,High
"19,657,000","19,636,000","19,965,000",19673000,10/12/2020,High
"19,666,000","19,396,000","19,827,000",19525000,10/13/2020,Low
"19,673,000","19,359,000","19,827,000",19556000,11/8/2022,Low
"19,688,000","19,396,000","19,919,000",19753000,11/11/2022,High
"19,740,000","19,697,000","19,897,000",19827000,11/12/2022,High
"19,743,000","19,633,000","20,076,000",19814000,11/6/2022,High
"19,774,000","19,700,000","20,217,000",20110000,6/11/2022,High
"19,808,000","19,808,000","19,808,000",19808000,11/17/2022,No Change
"19,811,000","19,380,000","19,811,000",19660000,11/7/2022,Low
"19,830,000","19,753,000","20,070,000",20024000,11/18/2022,High
"19,833,000","19,823,000","20,147,000",20119000,11/13/2022,High
"19,882,000","19,839,000","19,993,000",19888000,11/20/2022,Low
"19,891,000","19,860,000","20,045,000",19996000,11/21/2022,High
"19,919,000","19,420,000","20,027,000",19605000,10/17/2020,Low
"19,950,000","19,940,000","20,895,000",20045000,11/23/2022,High
"20,014,000","19,836,000","20,119,000",19891000,11/19/2022,Low
"20,027,000","19,904,000","20,042,000",19940000,11/22/2022,Low
"20,045,000","20,045,000","20,045,000",20045000,11/24/2022,No Change
"20,104,000","19,586,000","20,134,000",19620000,6/12/2022,Low
"20,110,000","20,110,000","20,359,000",20273000,11/14/2022,High
"20,190,000","19,750,000","20,199,000",19808000,11/16/2022,Low
"20,276,000","20,187,000","20,276,000",20196000,11/15/2022,Low
"20,359,000","20,356,000","20,735,000",20725000,11/29/2022,High
"20,390,000","20,294,000","20,491,000",20368000,11/28/2022,Low
"20,393,000","20,328,000","20,550,000",20510000,11/26/2022,High
"20,519,000","20,316,000","20,661,000",20381000,11/27/2022,Low
"20,722,000","20,722,000","21,042,000",21030000,11/30/2022,High
"20,972,000","20,861,000","21,073,000",20981000,12/2/2022,Low
"20,984,000","20,852,000","21,055,000",21018000,12/6/2022,High
"21,030,000","21,030,000","21,030,000",21030000,12/1/2022,No Change
"21,082,000","20,959,000","21,119,000",20996000,12/5/2022,Low
"21,193,000","21,138,000","21,258,000",21246000,12/7/2022,High
"21,224,000","21,150,000","21,304,000",21264000,12/3/2022,High
"21,252,000","21,246,000","21,794,000",21677000,12/9/2022,High
"21,258,000","20,922,000","21,538,000",21076000,12/4/2022,Low
"21,689,000","21,677,000","21,963,000",21951000,12/10/2022,High
"21,938,000","21,883,000","22,298,000",22298000,12/11/2022,High
"22,289,000","22,148,000","22,689,000",22637000,12/12/2022,High
"22,535,000","22,535,000","22,535,000",22535000,12/15/2022,No Change
"22,589,000","22,175,000","22,643,000",22535000,12/14/2022,High
"22,637,000","22,631,000","23,567,000",23419000,12/16/2022,High
"22,643,000","22,046,000","22,828,000",22335000,12/13/2022,Low
"23,228,000","23,185,000","23,705,000",23591000,12/20/2022,High
"23,249,000","23,062,000","23,563,000",23551000,12/18/2022,High
"23,505,000","22,772,000","23,551,000",23228000,12/17/2022,Low
"23,542,000","22,791,000","23,671,000",23222000,12/19/2022,Low
"23,585,000","23,585,000","24,028,000",24001000,12/21/2022,High
"23,948,000","23,708,000","24,318,000",24074000,1/3/2023,High
"24,001,000","24,001,000","24,001,000",24001000,12/22/2022,No Change
"24,013,000","23,831,000","24,505,000",24444000,12/23/2022,High
"24,038,000","23,924,000","24,822,000",24736000,12/31/2022,High
"24,062,000","23,939,000","24,105,000",24065000,1/4/2023,Low
"24,065,000","24,065,000","24,065,000",24065000,1/5/2023,No Change
"24,358,000","24,345,000","25,343,000",25281000,1/6/2023,High
"24,435,000","24,355,000","24,690,000",24613000,12/24/2022,High
"24,604,000","24,601,000","25,290,000",25044000,12/25/2022,High
"24,669,000","23,385,000","24,675,000",23936000,1/2/2023,Low
"24,724,000","24,662,000","24,736,000",24662000,1/1/2023,Low
"25,044,000","25,044,000","25,044,000",25044000,12/26/2022,No Change
"25,050,000","25,050,000","27,245,000",26568000,12/27/2022,High
"25,161,000","25,093,000","25,537,000",25223000,1/10/2023,High
"25,238,000","25,238,000","25,487,000",25447000,1/11/2023,High
"25,269,000","24,539,000","25,614,000",25321000,1/7/2023,High
"25,312,000","24,644,000","25,537,000",25127000,1/8/2023,Low
"25,453,000","25,453,000","25,841,000",25734000,1/13/2023,High
"25,527,000","23,419,000","25,614,000",23961000,12/30/2022,Low
"25,537,000","25,537,000","25,537,000",25537000,12/29/2022,No Change
"25,623,000","25,623,000","25,894,000",25891000,1/15/2023,High
"25,743,000","25,484,000","25,767,000",25620000,1/14/2023,Low
"25,881,000","25,881,000","26,737,000",26552000,1/16/2023,High
"26,549,000","26,549,000","29,861,000",28938000,3/12/2023,High
"26,555,000","24,958,000","26,568,000",25537000,12/28/2022,Low
"26,562,000","26,509,000","27,153,000",27030000,1/17/2023,High
"26,937,000","26,894,000","27,402,000",27113000,1/18/2023,High
"27,100,000","27,100,000","27,491,000",27491000,1/20/2023,High
"27,146,000","26,712,000","27,691,000",27500000,1/24/2023,High
"27,291,000","26,549,000","28,292,000",26568000,3/11/2023,Low
"27,485,000","27,479,000","28,384,000",28233000,1/25/2023,High
"27,485,000","27,387,000","28,507,000",27787000,1/21/2023,High
"27,599,000","27,347,000","27,968,000",27574000,2/6/2023,Low
"27,614,000","27,602,000","28,553,000",28553000,1/31/2023,High
"27,661,000","27,374,000","28,039,000",27839000,2/7/2023,High
"27,774,000","26,925,000","28,030,000",27153000,1/23/2023,Low
"27,805,000","27,540,000","28,245,000",27784000,1/22/2023,Low
"27,833,000","27,833,000","28,292,000",28159000,2/8/2023,High
"27,851,000","27,574,000","28,310,000",27587000,2/5/2023,Low
"27,947,000","27,947,000","28,615,000",28492000,1/28/2023,High
"28,122,000","28,110,000","28,747,000",28692000,2/11/2023,High
"28,159,000","27,574,000","28,168,000",27602000,1/30/2023,Low
"28,239,000","27,590,000","28,492,000",27953000,1/27/2023,Low
"28,261,000","28,261,000","28,646,000",28566000,2/13/2023,High
"28,430,000","28,218,000","28,609,000",28264000,2/12/2023,Low
"28,479,000","27,928,000","28,538,000",28168000,1/29/2023,Low
"28,544,000","28,541,000","29,169,000",29040000,2/1/2023,High
"28,578,000","28,556,000","28,907,000",28898000,2/14/2023,High
"28,929,000","28,920,000","31,000,000",30452000,3/13/2023,High
"29,046,000","27,202,000","29,052,000",27845000,2/4/2023,Low
"29,129,000","29,117,000","29,541,000",29354000,2/16/2023,High
"29,200,000","29,197,000","30,600,000",30403000,2/18/2023,High
"29,769,000","29,301,000","30,406,000",30357000,6/11/2023,High
"29,868,000","29,865,000","30,046,000",29917000,10/4/2023,High
"29,898,000","29,898,000","30,785,000",30723000,10/6/2023,High
"29,917,000","29,917,000","29,917,000",29917000,10/5/2023,No Change
"29,926,000","29,868,000","30,148,000",30055000,9/29/2023,Low
"30,006,000","30,006,000","30,006,000",30006000,10/2/2023,No Change
"30,009,000","29,535,000","30,009,000",29865000,10/3/2023,Low
"30,040,000","29,874,000","30,468,000",30148000,9/30/2023,High
"30,138,000","29,926,000","30,148,000",30006000,10/1/2023,Low
"30,360,000","30,360,000","31,425,000",31287000,6/12/2023,High
"30,403,000","26,857,000","30,477,000",27276000,3/10/2023,Low
"30,416,000","30,416,000","31,601,000",31250000,2/19/2023,High
"30,449,000","30,043,000","30,893,000",30886000,3/14/2023,High
"30,472,000","30,175,000","30,769,000",30175000,8/19/2023,Low
"30,502,000","30,434,000","30,594,000",30557000,9/27/2023,High
"30,535,500","30,262,000","30,776,000",30295000,7/22/2023,Low
"30,557,000","30,557,000","30,557,000",30557000,9/28/2023,No Change
"30,568,000","30,175,000","30,739,000",30397000,8/20/2023,High
"30,600,000","30,582,000","30,831,000",30677000,6/20/2023,Low
"30,619,000","30,523,000","30,699,000",30539000,8/18/2023,Low
"30,723,000","30,723,000","30,723,000",30723000,8/17/2023,No Change
"30,726,000","30,726,000","32,629,000",32595000,10/7/2023,High
"30,740,000","30,412,000","30,763,000",30717000,8/11/2023,Low
"30,751,000","30,653,000","30,779,000",30723000,8/16/2023,Low
"30,757,000","30,757,000","31,930,000",31345000,6/16/2023,High
"30,768,000","30,569,000","30,862,000",30674000,8/25/2023,Low
"30,769,000","30,769,000","30,769,000",30769000,6/15/2023,No Change
"30,811,000","30,496,000","31,077,000",30545000,7/21/2023,Low
"30,816,000","30,816,000","31,247,000",31062000,6/19/2023,High
"30,840,000","30,840,000","30,840,000",30840000,8/24/2023,No Change
"30,850,000","30,850,000","33,617,000",33432000,3/17/2023,High
"30,866,500","30,693,000","30,923,000",30810000,7/18/2023,Low
"30,877,000","30,877,000","30,877,000",30877000,9/25/2023,No Change
"30,893,000","30,077,000","31,053,000",30862000,3/15/2023,Low
"30,899,000","30,899,000","30,899,000",30899000,9/23/2023,No Change
"30,902,000","30,902,000","30,902,000",30902000,7/20/2023,No Change
"30,905,000","30,893,000","32,047,000",32010000,2/21/2023,High
"30,908,000","29,908,000","31,259,000",29963000,6/10/2023,Low
"30,912,500","30,837,000","30,985,000",30840000,8/23/2023,Low
"30,913,000","30,631,000","30,933,000",30893000,8/26/2023,High
"30,914,000","30,819,000","30,945,000",30883000,8/22/2023,Low
"30,921,500","30,748,000","30,966,000",30877000,9/24/2023,Low
"30,923,000","30,489,000","31,016,000",30769000,6/14/2023,Low
"30,932,500","30,683,000","30,963,000",30902000,7/19/2023,High
"30,935,500","30,397,000","30,951,000",30920000,8/21/2023,High
"30,945,000","30,486,000","31,074,000",30816000,8/27/2023,Low
"30,954,000","30,769,000","31,139,000",30769000,8/15/2023,Low
"30,958,500","30,736,000","31,083,000",30834000,7/17/2023,Low
"30,969,500","30,899,000","31,040,000",30899000,9/22/2023,Low
"30,978,500","30,813,000","30,991,000",30966000,8/28/2023,High
"30,979,000","30,979,000","30,979,000",30979000,9/21/2023,No Change
"30,988,000","30,779,000","31,016,000",30960000,8/14/2023,High
"31,002,000","30,828,000","31,093,000",30911000,7/15/2023,Low
"31,015,500","30,717,000","31,077,000",30954000,8/12/2023,High
"31,022,000","30,357,000","31,216,000",30385000,3/8/2023,Low
"31,025,000","30,222,000","31,025,000",31025000,7/23/2023,High
"31,045,000","30,933,000","31,111,000",30979000,9/20/2023,Low
"31,054,500","30,883,000","31,093,000",31016000,7/16/2023,High
"31,059,000","31,059,000","31,059,000",31059000,8/31/2023,No Change
"31,083,500","31,022,000","31,108,000",31059000,8/30/2023,Low
"31,109,500","31,105,000","31,114,000",31105000,7/26/2023,No Change
"31,111,000","31,043,000","31,262,000",31136000,6/21/2023,High
"31,134,500","31,010,000","31,253,000",31016000,7/29/2023,Low
"31,136,000","31,136,000","31,136,000",31136000,6/22/2023,No Change
"31,146,500","30,797,000","31,173,000",31120000,7/24/2023,High
"31,156,000","30,911,000","31,364,000",30948000,8/13/2023,Low
"31,157,500","30,991,000","31,204,000",31111000,9/19/2023,Low
"31,183,500","31,040,000","31,240,000",31127000,9/17/2023,Low
"31,206,500","30,877,000","31,376,000",31037000,7/10/2023,Low
"31,239,000","30,788,000","31,391,000",31087000,8/29/2023,High
"31,242,000","30,982,000","31,271,000",31213000,7/28/2023,High
"31,242,000","31,016,000","31,379,000",31105000,7/25/2023,Low
"31,247,000","30,529,000","31,554,000",31296000,3/5/2023,High
"31,256,000","30,791,000","31,487,000",30846000,2/20/2023,Low
"31,266,500","30,994,000","31,391,000",31142000,9/11/2023,Low
"31,280,500","31,197,000","31,342,000",31219000,9/10/2023,Low
"31,282,000","31,179,000","31,357,000",31207000,9/16/2023,Low
"31,282,000","31,167,000","31,354,000",31210000,8/7/2023,Low
"31,287,000","31,287,000","32,028,000",31964000,10/16/2023,High
"31,290,000","30,766,000","31,847,000",31037000,6/13/2023,Low
"31,296,000","31,062,000","31,388,000",31204000,9/18/2023,High
"31,299,000","30,751,000","31,324,000",31274000,7/11/2023,High
"31,305,000","31,050,000","31,517,000",31093000,7/14/2023,Low
"31,305,000","30,800,000","31,416,000",30917000,6/9/2023,Low
"31,308,000","29,000,000","31,308,000",30939000,3/6/2023,Low
"31,311,000","31,311,000","31,311,000",31311000,6/28/2023,No Change
"31,314,000","31,314,000","31,314,000",31314000,9/13/2023,No Change
"31,314,000","31,314,000","31,314,000",31314000,6/8/2023,No Change
"31,317,000","31,317,000","32,075,000",32001000,6/30/2023,High
"31,324,000","31,324,000","31,324,000",31324000,7/13/2023,No Change
"31,324,000","31,074,000","31,376,000",31311000,6/27/2023,Low
"31,326,500","31,142,000","31,339,000",31314000,9/12/2023,High
"31,327,000","31,327,000","31,327,000",31327000,8/10/2023,No Change
"31,339,000","31,077,000","32,462,000",32395000,6/23/2023,High
"31,350,000","31,274,000","31,373,000",31327000,8/9/2023,Low
"31,354,000","31,114,000","31,739,000",31447000,6/17/2023,High
"31,372,500","31,250,000","31,431,000",31314000,7/9/2023,Low
"31,379,000","31,379,000","31,379,000",31379000,9/7/2023,No Change
"31,383,500","31,259,000","31,493,000",31274000,9/9/2023,Low
"31,385,500","31,253,000","31,447,000",31324000,7/12/2023,High
"31,390,000","31,083,000","31,401,000",31379000,9/6/2023,Low
"31,394,500","31,210,000","31,447,000",31342000,8/8/2023,High
"31,441,000","30,797,000","31,441,000",30810000,6/18/2023,Low
"31,450,000","31,074,000","31,647,000",31462000,6/25/2023,High
"31,453,000","31,074,000","31,693,000",31348000,6/26/2023,Low
"31,454,000","31,345,000","31,554,000",31354000,8/6/2023,Low
"31,459,000","31,234,000","31,481,000",31437000,7/8/2023,Low
"31,499,000","31,499,000","31,499,000",31499000,9/5/2023,No Change
"31,505,500","31,379,000","31,558,000",31453000,9/8/2023,High
"31,554,000","30,803,000","31,570,000",31314000,6/7/2023,Low
"31,554,500","31,065,000","31,564,000",31545000,9/1/2023,High
"31,554,500","31,385,000","31,638,000",31471000,8/5/2023,Low
"31,570,000","31,471,000","31,641,000",31499000,9/4/2023,Low
"31,601,000","31,385,000","31,970,000",31742000,7/4/2023,Low
"31,604,000","30,991,000","31,638,000",31570000,7/30/2023,High
"31,612,500","31,459,000","31,714,000",31511000,9/2/2023,Low
"31,638,000","31,339,000","31,795,000",31481000,7/7/2023,Low
"31,671,500","31,471,000","31,733,000",31610000,9/3/2023,High
"31,676,000","31,505,000","31,822,000",31530000,8/4/2023,Low
"31,730,000","30,471,000","31,730,000",30486000,9/26/2023,Low
"31,764,000","31,490,000","31,868,000",31795000,7/3/2023,High
"31,782,000","31,782,000","31,782,000",31782000,7/6/2023,No Change
"31,814,500","31,708,000","31,847,000",31782000,7/5/2023,High
"31,890,000","31,890,000","31,890,000",31890000,8/1/2023,No Change
"31,910,000","31,748,000","32,025,000",31979000,10/10/2023,Low
"31,953,000","31,527,000","32,016,000",31890000,7/31/2023,High
"31,955,000","31,952,000","32,687,000",32346000,10/21/2023,High
"31,958,000","31,958,000","32,906,000",32499000,10/17/2023,High
"31,958,000","31,958,000","31,958,000",31958000,10/12/2023,No Change
"31,967,000","31,702,000","32,152,000",31958000,10/11/2023,Low
"31,970,000","31,970,000","32,558,000",32201000,10/13/2023,High
"31,985,000","31,413,000","31,985,000",31776000,7/2/2023,Low
"31,998,000","31,998,000","33,340,000",32970000,2/22/2023,High
"32,007,000","31,788,000","32,309,000",32001000,7/1/2023,No Change
"32,065,000","31,099,000","32,065,000",31290000,10/15/2023,Low
"32,118,000","32,105,000","32,256,000",32173000,11/13/2023,High
"32,145,000","32,090,000","32,472,000",32441000,10/24/2023,High
"32,170,000","32,041,000","32,333,000",32099000,10/14/2023,No Change
"32,176,000","32,075,000","32,299,000",32225000,11/14/2023,High
"32,207,000","32,189,000","32,367,000",32296000,11/23/2023,High
"32,241,000","32,219,000","32,506,000",32296000,11/15/2023,High
"32,287,000","32,179,000","32,404,000",32192000,11/22/2023,Low
"32,302,000","32,065,000","32,327,000",32121000,11/12/2023,Low
"32,306,000","32,219,000","32,629,000",32453000,11/18/2023,High
"32,309,000","31,835,000","32,309,000",32041000,11/20/2023,Low
"32,333,000","32,198,000","32,404,000",32327000,11/16/2023,High
"32,336,000","32,044,000","32,336,000",32081000,10/23/2023,Low
"32,339,000","32,176,000","32,373,000",32296000,11/21/2023,High
"32,382,000","32,367,000","32,801,000",32681000,11/25/2023,High
"32,404,000","31,259,000","32,404,000",31441000,6/24/2023,Low
"32,413,000","32,404,000","32,856,000",32789000,10/25/2023,High
"32,429,000","31,875,000","32,653,000",31964000,10/20/2023,Low
"32,435,000","32,278,000","32,481,000",32321000,11/19/2023,Low
"32,450,000","32,444,000","32,579,000",32499000,11/9/2023,High
"32,493,000","32,019,000","32,610,000",32549000,10/18/2023,High
"32,499,000","32,493,000","32,764,000",32592000,12/12/2023,High
"32,521,000","32,250,000","32,521,000",32315000,11/11/2023,Low
"32,524,000","32,484,000","32,613,000",32503000,11/27/2023,Low
"32,539,000","32,416,000","32,666,000",32466000,11/8/2023,Low
"32,579,000","32,579,000","32,893,000",32758000,12/16/2023,Low
"32,586,000","32,549,000","33,260,000",32712000,10/8/2023,High
"32,604,000","32,533,000","32,696,000",32656000,12/13/2023,High
"32,641,000","32,533,000","32,749,000",32724000,12/19/2023,High
"32,666,000","32,561,000","33,180,000",33097000,12/14/2023,High
"32,678,000","32,656,000","32,783,000",32721000,12/10/2023,High
"32,690,000","32,469,000","32,736,000",32543000,11/26/2023,Low
"32,718,000","32,484,000","32,736,000",32509000,12/11/2023,Low
"32,718,000","31,733,000","32,937,000",31998000,10/9/2023,Low
"32,724,000","32,561,000","32,927,000",32850000,12/21/2023,High
"32,740,000","32,740,000","32,740,000",32740000,12/25/2023,Low
"32,755,000","32,746,000","33,087,000",33001000,11/29/2023,High
