Open,Minimum,Maximum,Close,Date,Position
"32,770,000","32,761,000","33,180,000",33020000,10/26/2023,High
"32,780,000","31,785,000","32,786,000",31825000,6/6/2023,Low
"32,807,000","32,604,000","32,810,000",32635000,12/18/2023,Low
"32,823,000","32,804,000","33,029,000",33007000,12/7/2023,High
"32,847,000","32,844,000","33,112,000",32927000,11/5/2023,High
"32,847,000","32,653,000","33,084,000",32770000,6/5/2023,Low
"32,863,000","32,863,000","32,863,000",32863000,6/3/2023,No Change
"32,881,000","32,829,000","32,998,000",32872000,11/6/2023,Low
"32,893,000","32,475,000","32,906,000",32509000,11/7/2023,Low
"32,967,000","32,961,000","33,294,000",33177000,12/23/2023,High
"33,001,000","32,586,000","33,001,000",32684000,12/9/2023,Low
"33,007,000","33,007,000","33,444,000",33414000,12/27/2023,High
"33,023,000","33,010,000","33,244,000",33054000,11/30/2023,High
"33,044,000","32,921,000","34,057,000",33715000,10/28/2023,High
"33,050,000","33,004,000","33,309,000",33020000,12/26/2023,High
"33,115,000","33,090,000","33,583,000",33281000,10/31/2023,High
"33,137,000","32,986,000","33,284,000",33272000,12/5/2023,High
"33,170,000","32,567,000","33,355,000",33198000,4/9/2023,High
"33,183,000","32,878,000","33,186,000",32921000,12/24/2023,Low
"33,263,000","32,678,000","33,263,000",32897000,12/6/2023,Low
"33,266,000","32,937,000","33,287,000",33143000,10/30/2023,Low
"33,278,000","32,937,000","33,463,000",33386000,5/31/2023,High
"33,284,000","33,214,000","33,518,000",33315000,11/1/2023,High
"33,287,000","32,650,000","33,524,000",33266000,5/30/2023,Low
"33,294,000","33,121,000","33,882,000",33691000,5/28/2023,High
"33,318,000","33,291,000","33,645,000",33555000,11/2/2023,High
"33,331,000","33,331,000","33,331,000",33331000,5/18/2023,No Change
"33,337,000","33,063,000","33,383,000",33278000,5/27/2023,Low
"33,337,000","32,832,000","34,196,000",33540000,3/3/2023,High
"33,364,000","33,364,000","33,601,000",33540000,12/30/2023,High
"33,367,000","32,635,000","33,367,000",32863000,6/2/2023,Low
"33,386,000","33,386,000","33,386,000",33386000,6/1/2023,No Change
"33,395,000","33,395,000","33,685,000",33669000,1/1/2024,High
"33,411,000","33,401,000","33,749,000",33672000,12/2/2023,High
"33,423,000","33,337,000","33,478,000",33358000,12/28/2023,Low
"33,423,000","33,414,000","35,488,000",35208000,3/18/2023,High
"33,432,000","32,475,000","33,448,000",33355000,3/1/2023,Low
"33,506,000","33,214,000","34,140,000",34002000,4/15/2023,High
"33,528,000","33,306,000","34,202,000",34023000,5/19/2023,High
"33,531,000","30,846,000","33,540,000",31244000,3/4/2023,Low
"33,540,000","33,540,000","34,155,000",34002000,4/10/2023,High
"33,543,000","33,201,000","33,555,000",33331000,5/17/2023,Low
"33,549,000","32,767,000","33,549,000",32878000,11/4/2023,Low
"33,611,000","33,349,000","33,623,000",33398000,12/31/2023,Low
"33,620,000","33,152,000","33,838,000",33558000,5/16/2023,Low
"33,651,000","33,568,000","34,663,000",34525000,5/14/2023,High
"33,657,000","33,657,000","34,035,000",33934000,1/2/2024,High
"33,688,000","33,294,000","33,878,000",33648000,5/26/2023,Low
"33,694,000","33,694,000","33,694,000",33694000,5/25/2023,No Change
"33,697,000","33,078,000","33,749,000",33287000,10/29/2023,Low
"33,706,000","33,137,000","33,706,000",33275000,5/29/2023,Low
"33,712,000","33,518,000","33,749,000",33648000,12/3/2023,Low
"33,749,000","33,158,000","33,801,000",33238000,12/4/2023,Low
"33,786,000","32,426,000","34,014,000",33448000,2/28/2023,High
"33,823,000","33,278,000","33,823,000",33694000,5/24/2023,Low
"33,928,000","33,792,000","34,109,000",34005000,1/3/2024,High
"33,974,000","32,970,000","33,980,000",33158000,4/8/2023,Low
"33,992,000","33,872,000","34,217,000",34109000,4/12/2023,High
"33,995,000","33,983,000","34,586,000",34479000,4/16/2023,High
"34,002,000","33,583,000","34,463,000",33980000,4/7/2023,Low
"34,026,000","34,026,000","34,740,000",34189000,5/20/2023,High
"34,091,000","33,241,000","34,091,000",33524000,4/14/2023,Low
"34,165,000","33,888,000","34,276,000",34236000,1/6/2024,High
"34,165,000","34,143,000","34,426,000",34196000,1/4/2024,High
"34,196,000","33,725,000","34,663,000",33814000,5/23/2023,Low
"34,196,000","34,196,000","34,710,000",34365000,5/21/2023,High
"34,217,000","34,186,000","34,608,000",34596000,1/9/2024,High
"34,242,000","33,814,000","34,396,000",34060000,4/17/2023,Low
"34,254,000","34,155,000","34,509,000",34426000,1/7/2024,High
"34,260,000","33,521,000","34,633,000",33645000,5/13/2023,Low
"34,297,000","34,297,000","35,125,000",35107000,4/25/2023,High
"34,337,000","33,204,000","34,463,000",34436000,4/3/2023,High
"34,371,000","33,860,000","34,617,000",34177000,5/22/2023,Low
"34,393,000","34,152,000","34,577,000",34543000,4/18/2023,High
"34,433,000","34,079,000","34,516,000",34211000,1/8/2024,Low
"34,442,000","34,399,000","35,125,000",34602000,4/4/2023,High
"34,583,000","33,721,000","34,602,000",33986000,4/5/2023,Low
"34,600,000","32,798,000","34,787,000",34356000,4/2/2023,Low
"34,602,000","34,528,000","34,823,000",34780000,1/10/2024,High
"34,694,000","34,645,000","34,910,000",34740000,4/19/2023,High
"34,731,000","34,082,000","34,731,000",34316000,4/23/2023,Low
"34,765,000","34,731,000","34,928,000",34851000,1/11/2024,High
"35,110,000","35,107,000","35,648,000",35439000,4/26/2023,High
"35,156,000","35,085,000","35,975,000",35895000,1/13/2024,High
"35,187,000","35,076,000","35,670,000",35448000,5/7/2023,High
"35,217,000","34,968,000","35,673,000",35125000,5/6/2023,Low
"35,221,000","34,790,000","35,439,000",35362000,5/9/2023,High
"35,233,000","35,233,000","35,233,000",35233000,5/11/2023,No Change
"35,248,000","34,075,000","35,248,000",34279000,5/12/2023,Low
"35,371,000","35,082,000","35,464,000",35233000,5/10/2023,Low
"35,418,000","35,239,000","35,559,000",35436000,1/15/2024,High
"35,433,000","35,411,000","35,895,000",35648000,1/16/2024,No Change
"35,439,000","35,439,000","35,439,000",35439000,4/27/2023,No Change
"35,445,000","35,414,000","36,372,000",36126000,4/28/2023,High
"35,454,000","35,144,000","36,012,000",35211000,5/8/2023,Low
"35,617,500","24,742,000","40,296,000",30939000,3/7/2023,No Change
"35,698,000","35,387,000","36,298,000",36129000,1/17/2024,High
"35,889,000","35,282,000","36,350,000",35402000,1/14/2024,Low
"35,941,000","35,621,000","36,406,000",36390000,1/20/2024,High
"36,015,000","35,852,000","36,206,000",35925000,1/18/2024,Low
"36,055,000","35,944,000","36,298,000",36144000,1/22/2024,Low
"36,110,000","36,095,000","36,424,000",36421000,1/23/2024,High
"36,132,000","36,005,000","36,664,000",36603000,4/29/2023,High
"36,295,000","36,076,000","36,680,000",36350000,5/2/2023,High
"36,332,000","36,015,000","36,695,000",36295000,1/21/2024,Low
"36,344,000","36,313,000","36,926,000",36461000,5/3/2023,High
"36,461,000","36,461,000","36,461,000",36461000,5/4/2023,No Change
"36,467,000","35,261,000","36,467,000",35353000,5/5/2023,Low
"36,593,000","36,501,000","36,766,000",36766000,2/14/2024,High
"36,630,000","36,005,000","36,910,000",36289000,5/1/2023,Low
"36,633,000","24,742,000","40,296,000",32970000,2/27/2023,Low
"36,655,000","36,498,000","36,910,000",36572000,2/13/2024,Low
"36,677,000","36,572,000","36,920,000",36704000,1/24/2024,High
"36,680,000","34,974,000","37,006,000",36837000,2/5/2024,High
"36,695,000","36,695,000","37,514,000",37397000,1/27/2024,High
"36,723,000","36,633,000","37,120,000",36658000,2/12/2024,Low
"36,757,000","36,680,000","37,067,000",37021000,2/15/2024,High
"36,824,000","36,532,000","37,283,000",37175000,2/7/2024,High
"36,975,000","36,963,000","37,421,000",37406000,2/17/2024,High
"37,049,000","34,491,000","37,526,000",36640000,4/30/2023,High
"37,117,000","36,193,000","37,129,000",36713000,2/10/2024,Low
"37,141,000","24,742,000","40,296,000",33986000,4/6/2023,No Change
"37,286,000","37,271,000","38,976,000",38788000,1/29/2024,High
"37,295,000","37,286,000","39,438,000",39379000,1/31/2024,High
"37,332,000","36,378,000","37,378,000",36729000,2/4/2024,Low
"37,388,000","37,348,000","37,948,000",37557000,2/18/2024,High
"37,391,000","37,098,000","37,514,000",37295000,1/28/2024,Low
"37,394,000","37,394,000","37,745,000",37692000,2/21/2024,High
"37,474,000","37,471,000","37,905,000",37658000,2/19/2024,High
"37,634,000","37,151,000","37,745,000",37320000,2/20/2024,Low
"37,680,000","37,680,000","38,006,000",37883000,2/22/2024,High
"37,766,000","37,763,000","38,360,000",38188000,2/24/2024,High
"38,182,000","38,157,000","38,434,000",38360000,2/26/2024,High
"38,342,000","38,342,000","38,945,000",38810000,2/27/2024,High
"38,465,000","37,009,000","38,634,000",37086000,2/3/2024,Low
"38,634,000","24,742,000","40,296,000",36972000,2/25/2023,High
"38,653,000","38,582,000","38,776,000",38668000,2/29/2024,High
"38,658,500","24,742,000","40,296,000",37021000,2/26/2023,High
"38,659,000","38,659,000","40,349,000",39869000,3/2/2024,High
"38,794,000","36,793,000","39,825,000",38810000,1/30/2024,High
"38,902,000","38,440,000","38,973,000",38650000,2/28/2024,Low
"39,841,000","39,841,000","41,811,000",41426000,3/4/2024,High
"39,866,000","39,548,000","39,946,000",39829000,3/3/2024,Low
"41,020,000","40,690,000","41,254,000",41131000,3/13/2024,Low
"41,118,000","41,118,000","41,620,000",41435000,3/14/2024,No Change
"41,288,000","41,128,000","41,617,000",41245000,3/12/2024,Low
"41,352,000","41,201,000","42,029,000",41749000,3/11/2024,High
"41,438,000","41,426,000","42,734,000",42522000,3/6/2024,High
"41,482,000","41,226,000","41,854,000",41842000,3/16/2024,High
"41,839,000","41,008,000","41,872,000",41214000,3/10/2024,Low
"41,851,000","41,796,000","42,731,000",42676000,3/17/2024,High
"42,531,000","41,922,000","42,901,000",42011000,3/9/2024,Low
"42,701,000","42,697,000","43,409,000",43381000,3/18/2024,High
"42,965,000","42,928,000","43,529,000",43473000,3/27/2024,High
"43,005,000","42,550,000","43,193,000",42968000,3/26/2024,Low
"43,184,000","43,181,000","46,083,000",45806000,4/2/2024,High
"43,184,000","43,175,000","43,747,000",43646000,3/28/2024,High
"43,393,000","43,393,000","43,501,000",43501000,3/24/2024,High
"43,489,000","41,872,000","43,501,000",43036000,3/25/2024,Low
"43,676,000","43,181,000","44,486,000",44113000,3/30/2024,High
"44,350,000","44,320,000","46,955,000",46671000,4/29/2024,High
"45,809,000","45,754,000","46,487,000",45982000,5/2/2024,High
"45,816,000","45,797,000","47,410,000",47330000,4/3/2024,High
"45,825,000","44,175,000","46,000,000",44354000,4/28/2024,Low
"46,133,000","45,351,000","46,133,000",45828000,5/1/2024,Low
"46,647,000","45,828,000","47,703,000",46093000,4/30/2024,Low
"46,970,000","45,766,000","46,970,000",45813000,4/27/2024,Low
"47,062,000","47,062,000","48,700,000",48315000,4/9/2024,High
"47,121,000","46,607,000","47,345,000",46976000,4/25/2024,Low
"47,315,000","46,536,000","48,817,000",47930000,4/4/2024,High
"47,472,000","46,339,000","48,066,000",47013000,4/8/2024,Low
"47,475,000","46,690,000","47,623,000",47118000,4/24/2024,Low
"47,915,000","47,675,000","49,408,000",49079000,4/6/2024,High
"48,386,000","46,807,000","49,377,000",47370000,4/7/2024,Low
"48,540,000","47,121,000","48,641,000",47518000,4/23/2024,Low
"48,786,000","48,691,000","49,746,000",49500000,4/21/2024,High
"49,491,000","48,331,000","49,525,000",48546000,4/22/2024,Low
"49,746,000","49,411,000","51,963,000",51720000,4/13/2024,High
"49,839,000","48,321,000","50,094,000",49910000,4/15/2024,High
"49,993,000","49,257,000","50,987,000",50522000,4/16/2024,High
"50,261,000","48,752,000","50,261,000",48826000,4/20/2024,Low
"50,531,000","49,737,000","51,381,000",51024000,4/17/2024,No Change
"50,639,000","50,208,000","51,550,000",51064000,4/18/2024,High
"51,695,000","48,636,000","52,458,000",49799000,4/14/2024,Low
,,,45175000,5/5/2024,
,,,45061000,5/8/2024,
,,,45305000,5/12/2024,
,,,44781000,5/16/2024,
,,,45489000,5/19/2024,
,,,44267000,5/23/2024,
,,,44175000,5/27/2024,
,,,44908000,6/2/2024,
,,,44040000,6/12/2024,
,,,44594000,6/19/2024,
,,,44658000,6/23/2024,
,,,46139000,6/26/2024,
,,,46982000,7/2/2024,
,,,46613000,7/5/2024,
,,,45951000,7/8/2024,
,,,44815000,7/12/2024,
,,,33986000,7/16/2024,
,,,45215000,7/19/2024,
,,,47586000,8/9/2024,
,,,46825000,8/13/2024,
,,,45994000,8/19/2024,
,,,49005000,9/2/2024,
,,,48623000,9/5/2024,
,,,48254000,9/9/2024,
,,,48838000,9/12/2024,
,,,52024000,9/25/2024,
,,,53046000,9/29/2024,
,,,53859000,10/3/2024,
,,,53782000,10/6/2024,
,,,54382000,10/9/2024,
,,,54570000,10/12/2024,
,,,57639000,11/19/2024,
,,,60194000,11/26/2024,
,,,61296000,12/3/2024,
,,,62487000,12/6/2024,
,,,61976000,12/9/2024,
,,,64386000,12/13/2024,
,,,64771000,12/23/2024,
,,,67034000,12/26/2024,
,,,70173000,12/30/2024,
,,,69453000,1/3/2025,
,,,68382000,1/6/2025,
,,,69625000,1/9/2025,
,,,71029000,1/13/2025,
,,,71540000,1/23/2025,
,,,73550000,1/26/2025,
,,,74652000,1/30/2025,
,,,75612000,2/5/2025,
,,,79217000,2/8/2025,
,,,86872000,2/18/2025,
,,,92044000,2/22/2025,
,,,89886000,2/25/2025,
,,,86952000,3/3/2025,
,,,85773000,3/6/2025,
,,,87737000,3/9/2025,
,,,108124000,3/26/2025,
,,,106597000,3/29/2025,
,,,110362000,4/5/2025,
,,,106567000,4/9/2025,
,,,100561000,4/12/2025,
,,,86752000,4/26/2025,
,,,87405000,4/30/2025,
,,,89544000,5/9/2025,
,,,90877000,5/13/2025,
,,,87236000,5/16/2025,
,,,85669000,6/3/2025,
,,,88230000,6/6/2025,
,,,86586000,6/9/2025,
,,,86220000,6/12/2025,
,,,90320000,6/16/2025,
,,,92940000,7/9/2025,
,,,92816000,7/12/2025,
,,,94697000,7/16/2025,
,,,93980000,7/19/2025,
,,,99370000,8/16/2025,
,,,101749000,8/19/2025,
,,,102891000,8/23/2025,
,,,105409000,8/26/2025,
,,,116857000,8/30/2025,
,,,115120000,9/12/2025,
,,,118334000,9/16/2025,
,,,135791000,9/26/2025,
,,,144773000,9/30/2025,
,,,146426000,10/3/2025,
,,,,,
